Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (ORF)	Proteomes
Q6C326	reviewed	ATPA_YARLI	ATP synthase subunit alpha, mitochondrial	ATP1 YALI0_F03179g	536	YALI0_F03179g	ATP1		UP000001300: Chromosome F
Q6C338	reviewed	ATPG_YARLI	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	ATP3 YALI0_F02893g	293	YALI0_F02893g	ATP3		UP000001300: Chromosome F
Q6C3B2	unreviewed	Q6C3B2_YARLI	Phospholipid-transporting ATPase (EC 7.6.2.1)	YALI0_F01122g	1021			YALI0_F01122g	UP000001300: Chromosome F
Q6C3E5	reviewed	LKHA4_YARLI	Leucine aminopeptidase 2 (EC 3.4.11.-) (Epoxide hydrolase) (EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog) (LTA-4 hydrolase)	YALI0F00396g	647	YALI0F00396g			UP000001300: Chromosome F
Q6C3J2	reviewed	AURK_YARLI	Aurora kinase (EC 2.7.11.1) (Spindle assembly checkpoint kinase)	IPL1 YALI0E34375g	371	YALI0E34375g	IPL1		UP000001300: Chromosome E
Q6C3X7	reviewed	DBP5_YARLI	ATP-dependent RNA helicase DBP5 (EC 3.6.4.13)	DBP5 YALI0E31427g	488	YALI0E31427g	DBP5		UP000001300: Chromosome E
Q6C462	reviewed	PAN2_YARLI	PAN2-PAN3 deadenylation complex catalytic subunit PAN2 (EC 3.1.13.4) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2)	PAN2 YALI0E29403g	1008	YALI0E29403g	PAN2		UP000001300: Chromosome E
Q6C4A3	reviewed	DXO_YARLI	Decapping nuclease RAI1 (EC 3.6.1.-) (NAD-capped RNA hydrolase RAI1) (DeNADding enzyme RAI1) (EC 3.6.1.-)	RAI1 YALI0E28490g	349	YALI0E28490g	RAI1		UP000001300: Chromosome E
Q6C4D4	reviewed	DBP2_YARLI	ATP-dependent RNA helicase DBP2 (EC 3.6.4.13)	DBP2 YALI0E27715g	552	YALI0E27715g	DBP2		UP000001300: Chromosome E
Q6C4I6	reviewed	H2A_YARLI	Histone H2A	HTA1 YALI0E26477g	135	YALI0E26477g	HTA1		UP000001300: Chromosome E
Q6C4I7	reviewed	H2B_YARLI	Histone H2B	HTB1 YALI0E26455g	139	YALI0E26455g	HTB1		UP000001300: Chromosome E
Q6C4J0	reviewed	DPOE_YARLI	DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (DNA polymerase II subunit A)	POL2 YALI0E26367g	2183	YALI0E26367g	POL2		UP000001300: Chromosome E
Q6C4K3	reviewed	DUS3_YARLI	tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3)	DUS3 YALI0E26048g	622	YALI0E26048g	DUS3		UP000001300: Chromosome E
Q6C4P0	unreviewed	Q6C4P0_YARLI	Histone deacetylase (EC 3.5.1.98)	YALI0_E24893g	748			YALI0_E24893g	UP000001300: Chromosome E
Q6C4Y5	reviewed	DOT1_YARLI	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase) (H3-K79-HMTase)	DOT1 YALI0E22715g	492	YALI0E22715g	DOT1		UP000001300: Chromosome E
Q6C5G5	reviewed	SET2_YARLI	Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.359) (SET domain-containing protein 2)	set-2 YALI0E18260g	768	YALI0E18260g	set-2		UP000001300: Chromosome E
Q6C5Q7	unreviewed	Q6C5Q7_YARLI	Tyrosine-protein phosphatase CDC14 (EC 3.1.3.48)	YALI0_E16038g	564			YALI0_E16038g	UP000001300: Chromosome E
Q6C619	reviewed	NPL4_YARLI	Nuclear protein localization protein 4	NPL4 YALI0E13233g	563	YALI0E13233g	NPL4		UP000001300: Chromosome E
Q6C6H5	unreviewed	Q6C6H5_YARLI	Pyrimidine-specific carbamoyl phosphate synthase-aspartate carbamoyl transferase (EC 2.1.3.2) (EC 3.5.1.2) (EC 6.3.4.16) (EC 6.3.5.5)	YALI0_E09493g	2186			YALI0_E09493g	UP000001300: Chromosome E
Q6C7D2	reviewed	HAS1_YARLI	ATP-dependent RNA helicase HAS1 (EC 3.6.4.13)	HAS1 YALI0E01782g	605	YALI0E01782g	HAS1		UP000001300: Chromosome E
Q6C7R2	unreviewed	Q6C7R2_YARLI	DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1)	YALI0_D26103g	760			YALI0_D26103g	UP000001300: Chromosome D
Q6C7U0	reviewed	ATG1_YARLI	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	ATG1 YALI0D25388g	710	YALI0D25388g	ATG1		UP000001300: Chromosome D
Q6C7Z9	unreviewed	Q6C7Z9_YARLI	DNA topoisomerase 2 (EC 5.6.2.2)	YALI0_D23969g	1537			YALI0_D23969g	UP000001300: Chromosome D
Q6C877	reviewed	ATPD_YARLI	ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)	ATP16 YALI0_D22022g	162	YALI0_D22022g	ATP16		UP000001300: Chromosome D
Q6C890	reviewed	ERFB_YARLI	Palmitoyltransferase ERF2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein ERF2) (Ras protein acyltransferase)	ERF2 YALI0D21670g	408	YALI0D21670g	ERF2		UP000001300: Chromosome D
Q6C893	unreviewed	Q6C893_YARLI	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 1 beta chain; Phosphatidylserine decarboxylase 1 alpha chain]	PSD1 YALI0_D21604g	562		PSD1	YALI0_D21604g	UP000001300: Chromosome D
Q6C8A3	reviewed	DNLI4_YARLI	DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	LIG4 YALI0D21384g	956	YALI0D21384g	LIG4		UP000001300: Chromosome D
Q6C8C6	unreviewed	Q6C8C6_YARLI	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	YALI0_D20768g	499			YALI0_D20768g	UP000001300: Chromosome D
Q6C8F0	reviewed	CEX1_YARLI	Citrate exporter 1	CEX1 YALI0_D20196g	673		CEX1	YALI0_D20196g	UP000001300: Chromosome D
Q6C8S0	reviewed	ATP18_YARLI	ATP synthase subunit J, mitochondrial (ATPase synthase I subunit)	ATP18 YALI0_D17490g	62	YALI0_D17490g	ATP18		UP000001300: Chromosome D
Q6C8U8	unreviewed	Q6C8U8_YARLI	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	YALI0_D16863g	339			YALI0_D16863g	UP000001300: Chromosome D
Q6C910	unreviewed	Q6C910_YARLI	YALI0D15246p	YALI0_D15246g	1292			YALI0_D15246g	UP000001300: Chromosome D
Q6C961	reviewed	XRN2_YARLI	5'-3' exoribonuclease 2 (EC 3.1.13.-)	RAT1 YALI0D13750g	1010	YALI0D13750g	RAT1		UP000001300: Chromosome D
Q6C9B1	reviewed	ATPO_YARLI	ATP synthase subunit 5, mitochondrial (ATP synthase chain 5) (Oligomycin sensitivity conferral protein) (OSCP)	ATP5 OSCP YALI0_D12584g	214	YALI0_D12584g	ATP5		UP000001300: Chromosome D
Q6C9K1	unreviewed	Q6C9K1_YARLI	Proliferating cell nuclear antigen	YALI0_D10571g	264			YALI0_D10571g	UP000001300: Chromosome D
Q6C9Q1	reviewed	SPB1_YARLI	AdoMet-dependent rRNA methyltransferase SPB1 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase) (S-adenosyl-L-methionine-dependent methyltransferase)	SPB1 YALI0D09251g	850	YALI0D09251g	SPB1		UP000001300: Chromosome D
Q6C9Y4	reviewed	CARA_YARLI	Carbamoyl phosphate synthase arginine-specific small chain (CPS) (CPSase) (EC 6.3.5.5) (Arginine-specific carbamoyl phosphate synthetase, glutamine chain) (Glutamine-dependent carbamoyl phosphate synthetase)	CPA1 YALI0D07370g	448	YALI0D07370g	CPA1		UP000001300: Chromosome D
Q6CAD2	reviewed	ATM_YARLI	Serine/threonine-protein kinase TEL1 (EC 2.7.11.1) (ATM homolog) (DNA-damage checkpoint kinase TEL1) (Telomere length regulation protein 1)	TEL1 YALI0D03888g	2282	YALI0D03888g	TEL1		UP000001300: Chromosome D
Q6CAE7	unreviewed	Q6CAE7_YARLI	Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain]	PSD2 YALI0_D03480g	1190		PSD2	YALI0_D03480g	UP000001300: Chromosome D
Q6CAX3	reviewed	CHL1_YARLI	ATP-dependent DNA helicase CHL1 (EC 5.6.2.3) (Chromosome loss protein 1) (DNA 5'-3' helicase CHL1)	CHL1 YALI0C23639g	803	YALI0C23639g	CHL1		UP000001300: Chromosome C
Q6CAZ5	unreviewed	Q6CAZ5_YARLI	5'-3' exoribonuclease 1 (EC 3.1.13.-)	YALI0_C23144g	1526			YALI0_C23144g	UP000001300: Chromosome C
Q6CB54	reviewed	SAR1_YARLI	Small COPII coat GTPase SAR1 (EC 3.6.5.-)	SAR1 YALI0C21824g	190	YALI0C21824g	SAR1		UP000001300: Chromosome C
Q6CBK1	reviewed	UBA4_YARLI	Adenylyltransferase and sulfurtransferase UBA4 (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	UBA4 YALI0C18095g	396	YALI0C18095g	UBA4		UP000001300: Chromosome C
Q6CC39	reviewed	PUS1_YARLI	tRNA pseudouridine synthase 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase 1) (tRNA-uridine isomerase 1)	PUS1 YALI0C12749g	528	YALI0C12749g	PUS1		UP000001300: Chromosome C
Q6CCH0	reviewed	NDOR1_YARLI	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	TAH18 YALI0C09460g	688	YALI0C09460g	TAH18		UP000001300: Chromosome C
Q6CCW0	reviewed	HEM1_YARLI	5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	HEM1 YALI0C06083g	563	YALI0C06083g	HEM1		UP000001300: Chromosome C
Q6CDH4	unreviewed	Q6CDH4_YARLI	Phospholipid-transporting ATPase (EC 7.6.2.1)	YALI0_C00495g	1768			YALI0_C00495g	UP000001300: Chromosome C
Q6CDL9	reviewed	ITPA_YARLI	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (XTP/dITP diphosphatase)	HAM1 YALI0B22924g	188	YALI0B22924g	HAM1		UP000001300: Chromosome B
Q6CDM0	reviewed	KYNU_YARLI	Kynureninase (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5) (L-kynurenine hydrolase)	BNA5 YALI0B22902g	437	YALI0B22902g	BNA5		UP000001300: Chromosome B
Q6CDS6	reviewed	ROK1_YARLI	ATP-dependent RNA helicase ROK1 (EC 3.6.4.13)	ROK1 YALI0B21538g	547	YALI0B21538g	ROK1		UP000001300: Chromosome B
Q6CDZ4	unreviewed	Q6CDZ4_YARLI	Glutamate synthase [NADH] (EC 1.4.1.14)	YALI0_B19998g	2119			YALI0_B19998g	UP000001300: Chromosome B
Q6CE42	unreviewed	Q6CE42_YARLI	DNA replication licensing factor MCM7 (EC 3.6.4.12)	MCM7 YALI0_B18722g	786		MCM7	YALI0_B18722g	UP000001300: Chromosome B
Q6CE43	unreviewed	Q6CE43_YARLI	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	YALI0_B18700g	342			YALI0_B18700g	UP000001300: Chromosome B
Q6CE48	reviewed	IND1_YARLI	Iron-sulfur protein IND1 (Iron-sulfur protein required for NADH dehydrogenase 1)	IND1 YALI0B18590g	312	YALI0B18590g	IND1		UP000001300: Chromosome B
Q6CED4	unreviewed	Q6CED4_YARLI	DNA replication licensing factor MCM6 (EC 3.6.4.12)	YALI0_B16544g	921			YALI0_B16544g	UP000001300: Chromosome B
Q6CEE9	reviewed	SDR_YARLI	Probable NADP-dependent mannitol dehydrogenase (MtDH) (EC 1.1.1.138) (Mannitol 2-dehydrogenase [NADP(+)]) (Short chain dehydrogenase/reductase) (YlSDR)	YALI0B16192g	278	YALI0B16192g			UP000001300: Chromosome B
Q6CEJ6	reviewed	CCR4_YARLI	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	CCR4 YALI0B15147g	705	YALI0B15147g	CCR4		UP000001300: Chromosome B
Q6CEK8	reviewed	SET1_YARLI	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354) (COMPASS component SET1) (SET domain-containing protein 1)	SET1 YALI0B14883g	1170	YALI0B14883g	SET1		UP000001300: Chromosome B
Q6CEM3	unreviewed	Q6CEM3_YARLI	Double-strand break repair protein	YALI0_B14553g	701			YALI0_B14553g	UP000001300: Chromosome B
Q6CER9	reviewed	CENPA_YARLI	Histone H3-like centromeric protein CSE4 (CENP-A homolog) (CENPA homolog)	CSE4 YALI0B13508g	150	YALI0B13508g	CSE4		UP000001300: Chromosome B
Q6CES1	unreviewed	Q6CES1_YARLI	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	YALI0_B13464g	966			YALI0_B13464g	UP000001300: Chromosome B
Q6CEU3	unreviewed	Q6CEU3_YARLI	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1)	PIF1 YALI0_B12892g	1113		PIF1	YALI0_B12892g	UP000001300: Chromosome B
Q6CEZ1	unreviewed	Q6CEZ1_YARLI	DNA 3'-5' helicase (EC 5.6.2.4)	YALI0_B11726g	827			YALI0_B11726g	UP000001300: Chromosome B
Q6CF18	reviewed	NTE1_YARLI	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B) (Neuropathy target esterase homolog)	NTE1 YALI0B11044g	1427	YALI0B11044g	NTE1		UP000001300: Chromosome B
Q6CFD2	reviewed	MET3_YARLI	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	MET3 YALI0B08184g	572	YALI0B08184g	MET3		UP000001300: Chromosome B
Q6CFP4	unreviewed	Q6CFP4_YARLI	sterol 14alpha-demethylase (EC 1.14.14.154) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase)	YALI0_B05126g	523			YALI0_B05126g	UP000001300: Chromosome B
Q6CFT4	reviewed	VPS27_YARLI	Vacuolar protein sorting-associated protein 27	VPS27 YALI0B04070g	565	YALI0B04070g	VPS27		UP000001300: Chromosome B
Q6CG48	reviewed	LIS1_YARLI	Nuclear distribution protein PAC1 (Lissencephaly-1 homolog) (LIS-1) (nudF homolog)	PAC1 LIS1 YALI0B00902g	437	YALI0B00902g	PAC1		UP000001300: Chromosome B
Q6CG57	reviewed	KAD2_YARLI	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	ADK1 YALI0B00704g	251	YALI0B00704g	ADK1		UP000001300: Chromosome B
Q6CH03	reviewed	MTND_YARLI	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	ADI1 YALI0A14498g	173	YALI0A14498g	ADI1		UP000001300: Chromosome A
Q6CH90	reviewed	SUB2_YARLI	ATP-dependent RNA helicase SUB2 (EC 3.6.4.13)	SUB2 YALI0A11157g	441	YALI0A11157g	SUB2		UP000001300: Chromosome A
Q6CI63	unreviewed	Q6CI63_YARLI	DNA replication licensing factor MCM5 (EC 3.6.4.12)	YALI0_A01353g	744			YALI0_A01353g	UP000001300: Chromosome A
Q6L8F1	unreviewed	Q6L8F1_YARLL	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	YlCPR1 YALI1_D05474g	722		YlCPR1	YALI1_D05474g	UP000182444: Chromosome 1d
Q8WZM0	reviewed	GCN5_YARLI	Histone acetyltransferase GCN5 (EC 2.3.1.48)	GCN5 YALI0E02772g	464	YALI0E02772g	GCN5		UP000001300: Chromosome E
Q99148	reviewed	PUR2_YARLI	Bifunctional purine biosynthetic protein ADE1 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GAR synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIR synthetase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)]	ADE1 YALI0F21010g	788	YALI0F21010g	ADE1		UP000001300: Chromosome F
Q99155	reviewed	PEX2_YARLI	Peroxisomal biogenesis factor 2 (EC 2.3.2.36) (Peroxin-2) (Peroxisomal protein PAY5)	PEX2 PAY5 YALI0F01012g	381	YALI0F01012g	PEX2		UP000001300: Chromosome F
A0A0D1BZL3	reviewed	HUM2_MYCMD	Class I hydrophobin hum2	hum2 UMAG_11562	118		hum2	UMAG_11562	UP000000561: Chromosome 15
A0A1D8N3A9	unreviewed	A0A1D8N3A9_YARLL	P-type Na(+) transporter (EC 7.2.2.3)	YALI1_A01394g	1078			YALI1_A01394g	UP000182444: Chromosome 1a
A0A1D8N3D0	unreviewed	A0A1D8N3D0_YARLL	Histone chaperone	B0I71DRAFT_177316 YALI1_A01777g	265			B0I71DRAFT_177316 YALI1_A01777g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N3G8	unreviewed	A0A1D8N3G8_YARLL	Phosphatidylinositol 4-kinase (EC 2.7.1.67)	YALI1_A02974g	762			YALI1_A02974g	UP000182444: Chromosome 1a
A0A1D8N3H4	unreviewed	A0A1D8N3H4_YARLL	Folic acid synthesis protein fol1	YALI1_A03069g	759			YALI1_A03069g	UP000182444: Chromosome 1a
A0A1D8N3J4	unreviewed	A0A1D8N3J4_YARLL	Arp2/3 complex 34 kDa subunit	B0I71DRAFT_129309 YALI1_A03422g	322			B0I71DRAFT_129309 YALI1_A03422g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N3T9	unreviewed	A0A1D8N3T9_YARLL	Sm protein F	B0I71DRAFT_133186 YALI1_A05491g	103			B0I71DRAFT_133186 YALI1_A05491g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N405	unreviewed	A0A1D8N405_YARLL	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase)	YALI1_A06453g	434			YALI1_A06453g	UP000182444: Chromosome 1a
A0A1D8N447	unreviewed	A0A1D8N447_YARLL	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (Postreplication repair E3 ubiquitin-protein ligase rad18) (RING-type E3 ubiquitin transferase RAD18)	YALI1_A08468g	349			YALI1_A08468g	UP000182444: Chromosome 1a
A0A1D8N493	unreviewed	A0A1D8N493_YARLL	Thiamine thiazole synthase (Thiazole biosynthetic enzyme) (EC 2.4.2.60)	THI4 B0I71DRAFT_135027 YALI1_A09553g	317		THI4	B0I71DRAFT_135027 YALI1_A09553g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N4C8	unreviewed	A0A1D8N4C8_YARLL	N-terminal methionine N(alpha)-acetyltransferase NatE (EC 2.3.1.258)	B0I71DRAFT_4421 YALI1_A10529g	159			B0I71DRAFT_4421 YALI1_A10529g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N4C9	unreviewed	A0A1D8N4C9_YARLL	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I)	B0I71DRAFT_135264 YALI1_A10254g	301			B0I71DRAFT_135264 YALI1_A10254g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N4D7	unreviewed	A0A1D8N4D7_YARLL	Peptidase family M41-domain-containing protein	B0I71DRAFT_134547 YALI1_A10619g	800			B0I71DRAFT_134547 YALI1_A10619g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N4K2	unreviewed	A0A1D8N4K2_YARLL	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	YALI1_A12540g	368			YALI1_A12540g	UP000182444: Chromosome 1a
A0A1D8N4P0	unreviewed	A0A1D8N4P0_YARLL	Cysteine protease (EC 3.4.22.-)	YALI1_A13349g	547			YALI1_A13349g	UP000182444: Chromosome 1a
A0A1D8N4U6	unreviewed	A0A1D8N4U6_YARLL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	B0I71DRAFT_132054 YALI1_A14783g	1220			B0I71DRAFT_132054 YALI1_A14783g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N514	unreviewed	A0A1D8N514_YARLL	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	MRI1 YALI1_A16642g	372		MRI1	YALI1_A16642g	UP000182444: Chromosome 1a
A0A1D8N5A7	unreviewed	A0A1D8N5A7_YARLL	Calponin homology domain-containing protein	B0I71DRAFT_33250 YALI1_A18622g	287			B0I71DRAFT_33250 YALI1_A18622g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N5N7	unreviewed	A0A1D8N5N7_YARLL	116 kDa U5 small nuclear ribonucleoprotein component (U5 snRNP-specific protein, 116 kDa)	B0I71DRAFT_134264 YALI1_A21797g	950			B0I71DRAFT_134264 YALI1_A21797g	UP000182444: Chromosome 1a; UP000256601: Unassembled WGS sequence
A0A1D8N5Y2	unreviewed	A0A1D8N5Y2_YARLL	Nucleolar protein 58	B0I71DRAFT_123729 YALI1_B01628g	515			B0I71DRAFT_123729 YALI1_B01628g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N5Y3	unreviewed	A0A1D8N5Y3_YARLL	Nuclear distribution protein PAC1 (Lissencephaly-1 homolog) (LIS-1) (nudF homolog)	PAC1 LIS1 B0I71DRAFT_10856 YALI1_B01552g	437		PAC1	B0I71DRAFT_10856 YALI1_B01552g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N609	unreviewed	A0A1D8N609_YARLL	Transcription elongation factor Spt6	B0I71DRAFT_131741 YALI1_B02091g	1406			B0I71DRAFT_131741 YALI1_B02091g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N636	unreviewed	A0A1D8N636_YARLL	rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)	B0I71DRAFT_131786 YALI1_B02931g	471			B0I71DRAFT_131786 YALI1_B02931g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N640	unreviewed	A0A1D8N640_YARLL	mRNA export factor GLE1 (Nuclear pore protein GLE1) (Nucleoporin GLE1) (RNA export factor GLE1)	YALI1_B02874g	619			YALI1_B02874g	UP000182444: Chromosome 1b
A0A1D8N659	unreviewed	A0A1D8N659_YARLL	1-phosphatidylinositol 4-kinase (EC 2.7.1.67)	YALI1_B03719g	960			YALI1_B03719g	UP000182444: Chromosome 1b
A0A1D8N664	unreviewed	A0A1D8N664_YARLL	Snare region anchored in the vesicle membrane C-terminus-domain-containing protein	B0I71DRAFT_134162 YALI1_B03335g	219			B0I71DRAFT_134162 YALI1_B03335g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N675	unreviewed	A0A1D8N675_YARLL	Mitogen-activated protein kinase (EC 2.7.11.24)	B0I71DRAFT_134792 YALI1_B04248g	505			B0I71DRAFT_134792 YALI1_B04248g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N683	unreviewed	A0A1D8N683_YARLL	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	BNA1 B0I71DRAFT_101732 YALI1_B04309g	171		BNA1	B0I71DRAFT_101732 YALI1_B04309g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N684	unreviewed	A0A1D8N684_YARLL	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	B0I71DRAFT_101744 YALI1_B04212g	432			B0I71DRAFT_101744 YALI1_B04212g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N6B8	unreviewed	A0A1D8N6B8_YARLL	E3 ubiquitin-protein ligase (EC 2.3.2.27)	YALI1_B05185g	1809			YALI1_B05185g	UP000182444: Chromosome 1b
A0A1D8N6C8	unreviewed	A0A1D8N6C8_YARLL	ATP synthase subunit beta (EC 7.1.2.2)	B0I71DRAFT_129794 YALI1_B05364g	509			B0I71DRAFT_129794 YALI1_B05364g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N6D6	unreviewed	A0A1D8N6D6_YARLL	Vacuolar protein sorting-associated protein 27	B0I71DRAFT_129801 YALI1_B05454g	565			B0I71DRAFT_129801 YALI1_B05454g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N6E0	unreviewed	A0A1D8N6E0_YARLL	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	ALA1 B0I71DRAFT_129807 YALI1_B05571g	979		ALA1	B0I71DRAFT_129807 YALI1_B05571g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N6H3	unreviewed	A0A1D8N6H3_YARLL	Autophagy-related protein 11	YALI1_B06315g	924			YALI1_B06315g	UP000182444: Chromosome 1b
A0A1D8N6J8	unreviewed	A0A1D8N6J8_YARLL	Carboxypeptidase (EC 3.4.16.-)	B0I71DRAFT_130122 YALI1_B07162g	614			B0I71DRAFT_130122 YALI1_B07162g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
A0A1D8N6M9	unreviewed	A0A1D8N6M9_YARLL	HECT-type E3 ubiquitin transferase (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TOM1)	YALI1_B07983g	3309			YALI1_B07983g	UP000182444: Chromosome 1b
A0A1D8N6V0	unreviewed	A0A1D8N6V0_YARLL	DNA repair protein rhp54	YALI1_B09708g	807			YALI1_B09708g	UP000182444: Chromosome 1b
A0A1D8N7B7	unreviewed	A0A1D8N7B7_YARLL	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B)	B0I71DRAFT_172344 YALI1_B14733g	1427			B0I71DRAFT_172344 YALI1_B14733g	UP000182444: Chromosome 1b; UP000256601: Unassembled WGS sequence
