YALI0 locus ID,YALI1 Proteins
YALI0A16148g,YALI1_A16075p
YALI0A16170g,YALI1_A16095p
YALI0A16214g,YALI1_A16121p
,YALI1_A16136p
,YALI1_A16145p
,YALI1_A16178p
YALI0A16291g,YALI1_A16215p
,YALI1_A16230p
YALI0A16313g,YALI1_A16264p
YALI0A16335r,YALI1_A16274r
YALI0A16379g,YALI1_A16292p
,YALI1_A16303p
,YALI1_A16314p
YALI0A16401g,YALI1_A16335p
YALI0A16423g,YALI1_A16392p
YALI0A16445g,YALI1_A16422p
YALI0A16467g,YALI1_A16461p
YALI0A16489g,YALI1_A16466p
YALI0A16511g,YALI1_A16485p
,YALI1_A16496p
YALI0A16566g,YALI1_A16501p
YALI0A16588g,YALI1_A16509p
YALI0A16599r,YALI1_A16583r
,YALI1_A16593p
YALI0A16610g,YALI1_A16618p
YALI0A16632r,YALI1_A16628r
YALI0A16676r,YALI1_A16633r
YALI0A16698g,YALI1_A16642p
YALI0A16720g,YALI1_A16681p
,YALI1_A16698p
YALI0A16753g,YALI1_A16712p
YALI0A16775g,YALI1_A16745p
YALI0A16797g,YALI1_A16770p
YALI0A16819g,YALI1_A16787p
,YALI1_A16808p
,YALI1_A16809p
,YALI1_A16826p
,YALI1_A16832p
,YALI1_A16843p
,YALI1_A16863p
YALI0A16841g,YALI1_A16891p
,YALI1_A16918p
,YALI1_A16938p
,YALI1_A16944p
,YALI1_A16950p
,YALI1_A16952p
YALI0A16863g,YALI1_A16988p
,YALI1_A16991p
YALI0A16868g,YALI1_A16999p
YALI0A16907r,YALI1_A17008r
YALI0A16951r,YALI1_A17035r
YALI0A16973r,YALI1_A17037r
YALI0A17020g,YALI1_A17085p
,YALI1_A17103p
YALI0A17039g,YALI1_A17118p
YALI0A17061g,YALI1_A17123p
YALI0A17083r,YALI1_A17126r
YALI0A17127g,YALI1_A17177p
YALI0A17149g,YALI1_A17234p
,YALI1_A17239p
YALI0A17171g,YALI1_A17289p
,YALI1_A17320p
YALI0A17193g,YALI1_A17328p
YALI0A17215g,YALI1_A17348p
YALI0A17237g,YALI1_A17383p
YALI0A17259g,YALI1_A17401p
YALI0A17281g,YALI1_A17419p
YALI0A17292g,YALI1_A17433p
YALI0A17314g,YALI1_A17450p
YALI0A17336g,YALI1_A17470p
YALI0A17358g,YALI1_A17486p
YALI0A17380g,YALI1_A17511p
YALI0A17402r,YALI1_A17512r
YALI0A17424g,YALI1_A17515p
YALI0A17446g,YALI1_A17546p
,YALI1_A17551p
YALI0A17468g,YALI1_A17570p
YALI0A17490g,YALI1_A17583p
YALI0A17512g,YALI1_A17622p
YALI0A17534g,YALI1_A17640p
YALI0A17556g,YALI1_A17651p
YALI0A17578g,YALI1_A17671p
YALI0A17600g,YALI1_A17720p
,YALI1_A17724p
YALI0A17622r,YALI1_A17732r
YALI0A17666g,YALI1_A17749p
YALI0A17688r,YALI1_A17766r
YALI0A17710r,YALI1_A17781r
YALI0A17754r,YALI1_A17788r
YALI0A17776g,YALI1_A17824p
,YALI1_A17876t
YALI0A17809g,YALI1_A17927p
YALI0A17831g,YALI1_A17957p
,YALI1_A17983p
YALI0A17853g,YALI1_A18010p
YALI0A17853g,YALI1_A18036p
YALI0A17875g,YALI1_A18062p
YALI0A17897g,YALI1_A18076p
YALI0A17919g,YALI1_A18133p
,YALI1_A18156p
YALI0A17941g,YALI1_A18166p
YALI0A17946g,YALI1_A18188p
,YALI1_A18196p
,YALI1_A18204p
,YALI1_A18225r
YALI0A17963g,YALI1_A18219p
YALI0A17985g,YALI1_A18273p
YALI0A18007g,YALI1_A18286p
YALI0A18029g,YALI1_A18315p
YALI0A18062g,YALI1_A18344p
,YALI1_A18374r
,YALI1_A18375r
YALI0A18073r,YALI1_A18377r
YALI0A18084r,YALI1_A18378r
YALI0A18139g,YALI1_A18414p
,YALI1_A18426p
YALI0A18161g,YALI1_A18439p
,YALI1_A18443p
,YALI1_A18451p
,YALI1_A18463p
,YALI1_A18466p
,YALI1_A18470p
,YALI1_A18489p
YALI0A18183g,YALI1_A18514p
YALI0A18205g,YALI1_A18557p
,YALI1_A18590p
,YALI1_A18605p
YALI0A18227g,YALI1_A18622p
YALI0A18249g,YALI1_A18660p
,YALI1_A18671p
,YALI1_A18675p
,YALI1_A18692p
,YALI1_A18719p
,YALI1_A18728p
,YALI1_A18732p
YALI0A18271g,YALI1_A18752p
YALI0A18293g,YALI1_A18805p
YALI0A18315g,YALI1_A18817p
YALI0A18337g,YALI1_A18847p
YALI0A18359g,YALI1_A18897p
YALI0A18381g,YALI1_A18915p
,YALI1_A19010p
YALI0A18403g,YALI1_A19025p
YALI0A18425g,YALI1_A19070p
,YALI1_A19089p
,YALI1_A19096p
,YALI1_A19123p
YALI0A18447g,YALI1_A19152p
,YALI1_A19195p
YALI0A18469g,YALI1_A19214p
YALI0A18469g,YALI1_A19220p
,YALI1_A19249p
YALI0A18524g,YALI1_A19398p
YALI0A18546g,YALI1_A19419p
YALI0A18568g,YALI1_A19428p
,YALI1_A19441p
YALI0A18590g,YALI1_A19459p
YALI0A18612g,YALI1_A19483p
YALI0A18634g,YALI1_A19515p
YALI0A18656g,YALI1_A19526p
YALI0A18678g,YALI1_A19549p
YALI0A18700g,YALI1_A19563p
YALI0A18722g,YALI1_A19595p
YALI0A18744g,YALI1_A19650p
YALI0A18744g,YALI1_A19675p
YALI0A18766g,YALI1_A19725p
YALI0A18788g,YALI1_A19731p
YALI0A18810g,YALI1_A19759p
YALI0A18832g,YALI1_A19795p
,YALI1_A19798p
YALI0A18854r,YALI1_A19821r
YALI0A18898g,YALI1_A19829p
YALI0A18920g,YALI1_A19862p
YALI0A18942g,YALI1_A19885p
YALI0A18964g,YALI1_A19898p
YALI0A18986g,YALI1_A19924p
YALI0A19008g,YALI1_A19965p
YALI0A19030g,YALI1_A19974p
YALI0A19052g,YALI1_A19989p
YALI0A19074g,YALI1_A20063p
YALI0A19096g,YALI1_A20089p
YALI0A19118g,YALI1_A20113p
YALI0A19140g,YALI1_A20129p
YALI0A19162g,YALI1_A20131p
YALI0A19184g,YALI1_A20149p
YALI0A19206g,YALI1_A20176p
YALI0A19228g,YALI1_A20201p
YALI0A19250g,YALI1_A20221p
YALI0A19272g,YALI1_A20229p
,YALI1_A20242p
YALI0A19316g,YALI1_A20247p
YALI0A19338g,YALI1_A20258p
YALI0A19360g,YALI1_A20283p
YALI0A19404g,YALI1_A20320p
YALI0A19404g,YALI1_A20353p
YALI0A19426g,YALI1_A20370p
YALI0A19448g,YALI1_A20398p
YALI0A19470g,YALI1_A20408p
YALI0A19492g,YALI1_A20441p
YALI0A19514g,YALI1_A20453p
YALI0A19536g,YALI1_A20484p
YALI0A19558g,YALI1_A20528p
YALI0A19580g,YALI1_A20558p
YALI0A19602g,YALI1_A20602p
YALI0A19624g,YALI1_A20611p
YALI0A19646g,YALI1_A20631p
YALI0A19668g,YALI1_A20685p
YALI0A19690g,YALI1_A20739p
,YALI1_A20760p
YALI0A19712g,YALI1_A20793p
YALI0A19734g,YALI1_A20822p
,YALI1_A20839p
YALI0A19756g,YALI1_A20849p
YALI0A19778g,YALI1_A20855p
YALI0A19800g,YALI1_A20884p
YALI0A19822g,YALI1_A20902p
YALI0A19844g,YALI1_A20937p
YALI0A19866g,YALI1_A20965p
YALI0A19888g,YALI1_A20995p
YALI0A19910g,YALI1_A21000p
,YALI1_A21012p
YALI0A19932g,YALI1_A21021p
YALI0A19954g,YALI1_A21040p
YALI0A19976g,YALI1_A21043p
YALI0A19998g,YALI1_A21057p
YALI0A20020g,YALI1_A21089p
YALI0A20064g,YALI1_A21106p
YALI0A20086g,YALI1_A21120p
YALI0A20108g,YALI1_A21156p
YALI0A20130g,YALI1_A21175p
YALI0A20152g,YALI1_A21203p
YALI0A20174g,YALI1_A21236p
YALI0A20207g,YALI1_A21265p
YALI0A20229r,YALI1_A21277r
YALI0A20273g,YALI1_A21283p
YALI0A20295g,YALI1_A21311p
YALI0A20328g,YALI1_A21345p
YALI0A20350g,YALI1_A21372p
YALI0A20372g,YALI1_A21409p
YALI0A20394g,YALI1_A21420p
YALI0A20416g,YALI1_A21449p
YALI0A20438g,YALI1_A21477p
YALI0A20460g,YALI1_A21499p
YALI0A20482g,YALI1_A21509p
YALI0A20504g,YALI1_A21550p
YALI0A20518g,YALI1_A21554p
YALI0A20526g,YALI1_A21565p
YALI0A20548g,YALI1_A21594p
YALI0A20570g,YALI1_A21617p
YALI0A20592g,YALI1_A21620p
YALI0A20614g,YALI1_A21630p
YALI0A20636g,YALI1_A21654p
YALI0A20658g,YALI1_A21696p
YALI0A20680g,YALI1_A21711p
YALI0A20702g,YALI1_A21720p
,YALI1_A21740p
YALI0A20724g,YALI1_A21746p
YALI0A20746g,YALI1_A21775p
YALI0A20768g,YALI1_A21797p
YALI0A20790g,YALI1_A21835p
YALI0A20790g,YALI1_A21841p
,YALI1_A21852p
YALI0A20812g,YALI1_A21871p
YALI0A20834g,YALI1_A21913p
YALI0A20867g,YALI1_A21919p
YALI0A20900g,YALI1_A21945p
YALI0A20922g,YALI1_A21970p
YALI0A20944g,YALI1_A21993p
YALI0A20966g,YALI1_A22008p
YALI0A20988g,YALI1_A22023p
YALI0A21010g,YALI1_A22027p
YALI0A21032g,YALI1_A22043p
YALI0A21076g,YALI1_A22073p
YALI0A21098g,YALI1_A22093p
YALI0A21120g,YALI1_A22105p
YALI0A21131g,YALI1_A22111p
YALI0A21153g,YALI1_A22129p
YALI0A21175g,YALI1_A22137p
YALI0A21197g,YALI1_A22157p
YALI0A21241g,YALI1_A22192p
YALI0A21263g,YALI1_A22228p
YALI0A21285g,YALI1_A22236p
YALI0A21307g,YALI1_A22275p
YALI0A21330g,YALI1_A22330p
YALI0A21351g,YALI1_A22369p
YALI0A21373g,YALI1_A22393p
YALI0A21395g,YALI1_A22415p
YALI0A21417g,YALI1_A22440p
YALI0A21439g,YALI1_A22454p
YALI0A21461g,YALI1_A22496p
,YALI1_A22497p
,YALI1_A22539p
,YALI1_A22551p
,YALI1_B00037p
YALI0B00110g,YALI1_B00049p
YALI0B00132g,YALI1_B00082p
,YALI1_B00101p
,YALI1_B00121p
YALI0B00154g,YALI1_B00133p
YALI0B00176r,YALI1_B00165r
YALI0B00198g,YALI1_B00198p
YALI0B00220g,YALI1_B00214p
YALI0B00264g,YALI1_B00242p
YALI0B00286g,YALI1_B00273p
YALI0B00308g,YALI1_B00280p
YALI0B00330r,YALI1_B00297r
YALI0B00352r,YALI1_B00298r
YALI0B00374g,YALI1_B00329p
,YALI1_B00336p
YALI0B00396g,YALI1_B00357p
,YALI1_B00383p
YALI0B00418g,YALI1_B00419p
YALI0B00440g,YALI1_B00429p
YALI0B00462g,YALI1_B00448p
YALI0B00484r,YALI1_B00483r
YALI0B00528g,YALI1_B00525p
YALI0B00550g,YALI1_B00539p
YALI0B00572g,YALI1_B00578p
,YALI1_B00607p
YALI0B00594g,YALI1_B00611p
YALI0B00616g,YALI1_B00675p
,YALI1_B00704p
,YALI1_B00711p
,YALI1_B00719p
,YALI1_B00731p
,YALI1_B00798p
,YALI1_B00819p
YALI0B00814g,YALI1_B00829p
,YALI1_B00858p
YALI0B00792g,YALI1_B00908p
YALI0B00770g,YALI1_B00977p
,YALI1_B01011p
,YALI1_B01014p
YALI0B00748g,YALI1_B01030p
,YALI1_B01060p
,YALI1_B01065p
,YALI1_B01069p
YALI0B00726g,YALI1_B01084p
,YALI1_B01127p
YALI0B00704g,YALI1_B01136p
YALI0B00682g,YALI1_B01223p
,YALI1_B01268p
,YALI1_B01275p
,YALI1_B01281p
,YALI1_B01292p
YALI0B00660g,YALI1_B01317p
YALI0B00638g,YALI1_B01325p
,YALI1_B01334p
,YALI1_B01344p
,YALI1_B01352p
,YALI1_B01357p
YALI0B00836g,YALI1_B01428p
YALI0B00858g,YALI1_B01464p
,YALI1_B01485p
YALI0B00880g,YALI1_B01511p
,YALI1_B01550p
YALI0B00902g,YALI1_B01552p
,YALI1_B01568p
YALI0B00924g,YALI1_B01578p
YALI0B00946g,YALI1_B01628p
YALI0B00968g,YALI1_B01644p
YALI0B00990g,YALI1_B01698p
YALI0B01012g,YALI1_B01711p
,YALI1_B01719p
,YALI1_B01725p
YALI0B01034g,YALI1_B01752p
,YALI1_B01760p
,YALI1_B01771p
YALI0B01056g,YALI1_B01813p
,YALI1_B01822p
,YALI1_B01826p
YALI0B01078g,YALI1_B01839p
YALI0B01100g,YALI1_B01878p
,YALI1_B01889p
,YALI1_B01892p
YALI0B01144g,YALI1_B01903p
,YALI1_B01933p
YALI0B01166g,YALI1_B01962p
YALI0B01188g,YALI1_B02011p
,YALI1_B02021p
,YALI1_B02035p
YALI0B01210g,YALI1_B02047p
,YALI1_B02073p
,YALI1_B02082p
YALI0B01224g,YALI1_B02091p
YALI0B01254g,YALI1_B02149p
,YALI1_B02151p
,YALI1_B02162p
YALI0B01276g,YALI1_B02177p
YALI0B01298g,YALI1_B02194p
YALI0B01320g,YALI1_B02228p
YALI0B01342g,YALI1_B02283p
YALI0B01364g,YALI1_B02345p
YALI0B01386g,YALI1_B02375p
YALI0B01408g,YALI1_B02415p
YALI0B01430g,YALI1_B02430p
YALI0B01452g,YALI1_B02465p
YALI0B01474g,YALI1_B02472p
YALI0B01496r,YALI1_B02482r
YALI0B01540g,YALI1_B02487p
YALI0B01562g,YALI1_B02496p
YALI0B01584g,YALI1_B02506p
YALI0B01606g,YALI1_B02533p
YALI0B01628g,YALI1_B02550p
YALI0B01650g,YALI1_B02604p
YALI0B01672g,YALI1_B02637p
YALI0B01694g,YALI1_B02642p
YALI0B01716g,YALI1_B02672p
YALI0B01738g,YALI1_B02696p
YALI0B01760g,YALI1_B02717p
YALI0B01771g,YALI1_B02733p
YALI0B01782g,YALI1_B02767p
YALI0B01804g,YALI1_B02781p
YALI0B01826g,YALI1_B02806p
YALI0B01848g,YALI1_B02833p
,YALI1_B02850p
YALI0B01870g,YALI1_B02874p
YALI0B01892g,YALI1_B02881p
YALI0B01914g,YALI1_B02910p
YALI0B01936r,YALI1_B02923r
YALI0B01980g,YALI1_B02931p
YALI0B02002g,YALI1_B02991p
YALI0B02024g,YALI1_B03021p
YALI0B02046g,YALI1_B03041p
YALI0B02068g,YALI1_B03043p
YALI0B02090g,YALI1_B03085p
YALI0B02112g,YALI1_B03120p
,YALI1_B03160t
YALI0B02156g,YALI1_B03168p
YALI0B02178g,YALI1_B03198p
YALI0B02200g,YALI1_B03225p
,YALI1_B03244r
,YALI1_B03288p
,YALI1_B03290p
,YALI1_B03299p
YALI0B02222g,YALI1_B03314p
,YALI1_B03324p
YALI0B02244g,YALI1_B03335p
YALI0B02266g,YALI1_B03404p
,YALI1_B03429p
,YALI1_B03516p
,YALI1_B03556p
YALI0B02310g,YALI1_B03610p
YALI0B02332g,YALI1_B03644p
,YALI1_B03673p
YALI0B02354r,YALI1_B03685r
YALI0B02376g,YALI1_B03719p
YALI0B02398g,YALI1_B03761p
YALI0B02409g,YALI1_B03797p
YALI0B02420g,YALI1_B03807p
YALI0B02442g,YALI1_B03832p
YALI0B02464g,YALI1_B03853p
YALI0B02486r,YALI1_B03867r
YALI0B02544g,YALI1_B03910p
YALI0B02552g,YALI1_B03963p
YALI0B02574g,YALI1_B03979p
YALI0B02596g,YALI1_B04007p
YALI0B02618r,YALI1_B04023r
YALI0B02662g,YALI1_B04032p
YALI0B02684g,YALI1_B04068p
YALI0B02706g,YALI1_B04123p
YALI0B02728g,YALI1_B04138p
YALI0B02750g,YALI1_B04200p
YALI0B02772g,YALI1_B04212p
YALI0B02794g,YALI1_B04228p
YALI0B02816g,YALI1_B04248p
YALI0B02838g,YALI1_B04274p
YALI0B02852g,YALI1_B04309p
YALI0B02860g,YALI1_B04321p
YALI0B02882g,YALI1_B04370p
YALI0B02904g,YALI1_B04391p
YALI0B02948g,YALI1_B04433p
YALI0B02970g,YALI1_B04466p
YALI0B02992g,YALI1_B04470p
YALI0B03014g,YALI1_B04497p
YALI0B03036g,YALI1_B04502p
YALI0B03058g,YALI1_B04523p
YALI0B03080g,YALI1_B04540p
YALI0B03102g,YALI1_B04559p
,YALI1_B04577p
,YALI1_B04579p
YALI0B03124g,YALI1_B04589p
YALI0B03146g,YALI1_B04637p
,YALI1_B04663p
,YALI1_B04690p
,YALI1_B04703p
YALI0B03190g,YALI1_B04747p
YALI0B03212g,YALI1_B04753p
YALI0B03234g,YALI1_B04759p
YALI0B03278g,YALI1_B04779p
YALI0B03300g,YALI1_B04781p
YALI0B03322g,YALI1_B04803p
YALI0B03344g,YALI1_B04831p
YALI0B03366g,YALI1_B04853p
YALI0B03388g,YALI1_B04873p
YALI0B03410g,YALI1_B04901p
YALI0B03432r,YALI1_B04910r
YALI0B03476g,YALI1_B04937p
,YALI1_B04947p
YALI0B03498g,YALI1_B04950p
YALI0B03520g,YALI1_B04974p
YALI0B03542g,YALI1_B05005p
YALI0B03564g,YALI1_B05024p
YALI0B03575g,YALI1_B05043p
YALI0B03586r,YALI1_B05053r
YALI0B03630g,YALI1_B05072p
YALI0B03652g,YALI1_B05106p
YALI0B03674r,YALI1_B05123r
YALI0B03718g,YALI1_B05185p
YALI0B03740r,YALI1_B05201r
YALI0B03762g,YALI1_B05226p
YALI0B03784g,YALI1_B05242p
YALI0B03806r,YALI1_B05265r
YALI0B03850g,YALI1_B05282p
YALI0B03872r,YALI1_B05288r
YALI0B03916g,YALI1_B05295p
YALI0B03938g,YALI1_B05313p
YALI0B03960g,YALI1_B05350p
YALI0B03982g,YALI1_B05364p
YALI0B04004g,YALI1_B05404p
YALI0B04026g,YALI1_B05420p
YALI0B04048g,YALI1_B05438p
YALI0B04070g,YALI1_B05454p
YALI0B04092g,YALI1_B05483p
YALI0B04114g,YALI1_B05497p
YALI0B04136g,YALI1_B05520p
YALI0B04158g,YALI1_B05522p
YALI0B04180g,YALI1_B05571p
YALI0B04202g,YALI1_B05609p
,YALI1_B05639p
YALI0B04224g,YALI1_B05646p
YALI0B04246g,YALI1_B05690p
,YALI1_B05698p
YALI0B04268g,YALI1_B05711p
,YALI1_B05730p
YALI0B04290g,YALI1_B05762p
,YALI1_B05782p
YALI0B04312g,YALI1_B05798p
,YALI1_B05830p
YALI0B04334g,YALI1_B05832p
YALI0B04356g,YALI1_B05891p
YALI0B04378g,YALI1_B05947p
,YALI1_B05954p
YALI0B04400g,YALI1_B05964p
YALI0B04422g,YALI1_B05971p
,YALI1_B05984p
YALI0B04444g,YALI1_B05995p
YALI0B04466g,YALI1_B06015p
YALI0B04488g,YALI1_B06028p
,YALI1_B06089p
YALI0B04510g,YALI1_B06110p
,YALI1_B06134p
,YALI1_B06141p
,YALI1_B06146p
,YALI1_B06207p
YALI0B04532g,YALI1_B06245p
YALI0B04554g,YALI1_B06264p
,YALI1_B06270p
YALI0B04598g,YALI1_B06315p
YALI0B04620g,YALI1_B06324p
,YALI1_B06328p
YALI0B04642g,YALI1_B06340p
YALI0B04664r,YALI1_B06398r
YALI0B04686r,YALI1_B06399r
YALI0B04708g,YALI1_B06447p
YALI0B04730r,YALI1_B06469r
YALI0B04752g,YALI1_B06487p
YALI0B04774g,YALI1_B06489p
,YALI1_B06508p
,YALI1_B06514p
,YALI1_B06537p
,YALI1_B06546p
YALI0B04796g,YALI1_B06607p
,YALI1_B06613p
,YALI1_B06620p
,YALI1_B06628p
,YALI1_B06635p
,YALI1_B06640p
,YALI1_B06644p
YALI0B04818r,YALI1_B06692r
YALI0B04840g,YALI1_B06704p
,YALI1_B06726p
YALI0B04851g,YALI1_B06735p
YALI0B04862g,YALI1_B06745p
YALI0B04884g,YALI1_B06776p
YALI0B04906g,YALI1_B06809p
YALI0B04928g,YALI1_B06839p
YALI0B04950g,YALI1_B06847p
YALI0B04972g,YALI1_B06866p
,YALI1_B06885p
YALI0B05016r,YALI1_B06892r
YALI0B05038g,YALI1_B06928p
,YALI1_B06969p
YALI0B05060g,YALI1_B07043p
YALI0B05104g,YALI1_B07076p
YALI0B05126g,YALI1_B07094p
YALI0B05148g,YALI1_B07134p
YALI0B05170g,YALI1_B07162p
YALI0B05192s,YALI1_B07188p
,YALI1_B07203p
YALI0B05214g,YALI1_B07210p
YALI0B05236g,YALI1_B07220p
YALI0B05258g,YALI1_B07271p
YALI0B05280g,YALI1_B07284p
YALI0B05302g,YALI1_B07295p
YALI0B05324t,YALI1_B07318t
YALI0B05346g,YALI1_B07331p
YALI0B05368g,YALI1_B07366p
YALI0B05390g,YALI1_B07374p
YALI0B05412g,YALI1_B07399p
YALI0B05434g,YALI1_B07413p
YALI0B05456g,YALI1_B07444p
YALI0B05478g,YALI1_B07500p
YALI0B05500g,YALI1_B07538p
YALI0B05522g,YALI1_B07549p
YALI0B05544g,YALI1_B07578p
YALI0B05566g,YALI1_B07598p
YALI0B05610g,YALI1_B07652p
YALI0B05632g,YALI1_B07675p
YALI0B05654g,YALI1_B07696p
YALI0B05676g,YALI1_B07735p
YALI0B05698g,YALI1_B07762p
YALI0B05720g,YALI1_B07769p
YALI0B05742g,YALI1_B07786p
YALI0B05764g,YALI1_B07809p
YALI0B05786g,YALI1_B07843p
YALI0B05808g,YALI1_B07852p
YALI0B05830g,YALI1_B07853p
YALI0B05852g,YALI1_B07864p
YALI0B05874g,YALI1_B07915p
YALI0B05896g,YALI1_B07937p
YALI0B05918g,YALI1_B07957p
YALI0B05940g,YALI1_B07983p
YALI0B05962g,YALI1_B08094p
,YALI1_B08102p
YALI0B05984r,YALI1_B08110r
YALI0B06006g,YALI1_B08123p
YALI0B06028g,YALI1_B08134p
YALI0B06050r,YALI1_B08143r
YALI0B06094g,YALI1_B08156p
YALI0B06105g,YALI1_B08186p
YALI0B06116g,YALI1_B08193p
,YALI1_B08207p
,YALI1_B08214p
YALI0B06138g,YALI1_B08247p
YALI0B06160g,YALI1_B08263p
YALI0B06182r,YALI1_B08296r
YALI0B06248g,YALI1_B08321p
,YALI1_B08374p
YALI0B06347g,YALI1_B08401p
YALI0B06369g,YALI1_B08438p
YALI0B06391g,YALI1_B08461p
YALI0B06413g,YALI1_B08493p
YALI0B06490g,YALI1_B08531p
YALI0B06512g,YALI1_B08540p
,YALI1_B08575p
YALI0B06534g,YALI1_B08580p
,YALI1_B08588p
YALI0B06556g,YALI1_B08616p
YALI0B06578g,YALI1_B08627p
YALI0B06600g,YALI1_B08650p
YALI0B06622r,YALI1_B08680r
YALI0B06666g,YALI1_B08699p
YALI0B06688g,YALI1_B08721p
YALI0B06710g,YALI1_B08758p
YALI0B06732g,YALI1_B08783p
YALI0B06754g,YALI1_B08801p
YALI0B06776g,YALI1_B08817p
YALI0B06787g,YALI1_B08831p
YALI0B06809g,YALI1_B08851p
,YALI1_B08868p
YALI0B06831g,YALI1_B08885p
YALI0B06853g,YALI1_B08898p
YALI0B06875g,YALI1_B08975p
YALI0B06897g,YALI1_B08978p
YALI0B06919g,YALI1_B09002p
YALI0B06941g,YALI1_B09025p
YALI0B06963g,YALI1_B09044p
YALI0B06985g,YALI1_B09072p
YALI0B07007g,YALI1_B09090p
YALI0B07029g,YALI1_B09117p
YALI0B07051g,YALI1_B09132p
YALI0B07073g,YALI1_B09144p
YALI0B07095g,YALI1_B09161p
,YALI1_B09181p
YALI0B07117g,YALI1_B09211p
YALI0B07128r,YALI1_B09238r
YALI0B07139r,YALI1_B09239r
YALI0B07161g,YALI1_B09258p
YALI0B07183g,YALI1_B09266p
YALI0B07205g,YALI1_B09279p
YALI0B07227g,YALI1_B09299p
YALI0B07249g,YALI1_B09310p
,YALI1_B09316p
YALI0B07271g,YALI1_B09320p
YALI0B07293g,YALI1_B09333p
YALI0B07315r,YALI1_B09340r
YALI0B07359g,YALI1_B09367p
,YALI1_B09426p
YALI0B07381g,YALI1_B09448p
,YALI1_B09476p
YALI0B07403g,YALI1_B09497p
,YALI1_B09518p
YALI0B07425g,YALI1_B09568p
,YALI1_B09580p
,YALI1_B09591p
YALI0B07447g,YALI1_B09592p
YALI0B07469r,YALI1_B09672r
YALI0B07513g,YALI1_B09708p
YALI0B07535g,YALI1_B09807p
YALI0B07557g,YALI1_B09837p
,YALI1_B09871p
YALI0B07579g,YALI1_B09894p
,YALI1_B09929p
,YALI1_B09931p
,YALI1_B09957p
YALI0B07601g,YALI1_B09993p
,YALI1_B09994p
YALI0B07623g,YALI1_B10032p
YALI0B07645g,YALI1_B10094p
,YALI1_B10119p
YALI0B07667g,YALI1_B10130p
YALI0B07689g,YALI1_B10145p
,YALI1_B10170p
YALI0B07711g,YALI1_B10182p
,YALI1_B10185p
YALI0B07733g,YALI1_B10208p
YALI0B07755g,YALI1_B10231p
YALI0B07777g,YALI1_B10263p
YALI0B07876g,YALI1_B10288p
YALI0B07898g,YALI1_B10359p
YALI0B07920g,YALI1_B10411p
YALI0B07942g,YALI1_B10424p
YALI0B07942g,YALI1_B10437p
YALI0B08008g,YALI1_B10449p
YALI0B08030g,YALI1_B10463p
YALI0B08052g,YALI1_B10525p
YALI0B08074g,YALI1_B10552p
YALI0B08096g,YALI1_B10582p
YALI0B08118g,YALI1_B10607p
YALI0B08140g,YALI1_B10635p
YALI0B08162g,YALI1_B10751p
,YALI1_B10757p
,YALI1_B10762p
,YALI1_B10773p
,YALI1_B10780p
,YALI1_B10782p
YALI0B08184g,YALI1_B10813p
YALI0B08206g,YALI1_B10891p
,YALI1_B10933p
,YALI1_B10943p
YALI0B08228g,YALI1_B10990p
,YALI1_B11034p
YALI0B08250g,YALI1_B11083p
,YALI1_B11111p
,YALI1_B11120p
YALI0B08272g,YALI1_B11131p
YALI0B08294g,YALI1_B11167p
YALI0B08316g,YALI1_B11183p
YALI0B08338g,YALI1_B11200p
YALI0B08349r,YALI1_B11359r
YALI0B08360g,YALI1_B11388p
YALI0B08382g,YALI1_B11398p
YALI0B08404g,YALI1_B11402p
YALI0B08426g,YALI1_B11415p
YALI0B08448g,YALI1_B11448p
YALI0B08470g,YALI1_B11484p
YALI0B08492g,YALI1_B11495p
YALI0B08514g,YALI1_B11519p
YALI0B08536g,YALI1_B11532p
,YALI1_B11577p
,YALI1_B11588p
,YALI1_B11593p
YALI0B08558g,YALI1_B11607p
,YALI1_B11625p
YALI0B08580r,YALI1_B11639r
YALI0B08624g,YALI1_B11648p
YALI0B08646r,YALI1_B11666r
YALI0B08690g,YALI1_B11681p
YALI0B08712g,YALI1_B11715p
,YALI1_B11719p
,YALI1_B11729p
YALI0B08734g,YALI1_B11759p
,YALI1_B11781p
YALI0B08748g,YALI1_B11788p
YALI0B08756g,YALI1_B11794p
YALI0B08778g,YALI1_B11853p
YALI0B08800g,YALI1_B11878p
YALI0B08844g,YALI1_B11916p
YALI0B08866g,YALI1_B11934p
YALI0B08899g,YALI1_B11960p
,YALI1_B11978p
YALI0B08921g,YALI1_B11983p
YALI0B08943g,YALI1_B12010p
YALI0B08965g,YALI1_B12042p
YALI0B08987g,YALI1_B12057p
YALI0B09009g,YALI1_B12101p
,YALI1_B12150p
YALI0B09031g,YALI1_B12154p
YALI0B09053g,YALI1_B12195p
YALI0B09075g,YALI1_B12204p
YALI0B09097r,YALI1_B12221r
YALI0B09108r,YALI1_B12227r
YALI0B09119g,YALI1_B12243p
YALI0B09141g,YALI1_B12267p
YALI0B09163g,YALI1_B12295p
YALI0B09185r,YALI1_B12320r
,YALI1_B12313p
YALI0B09229g,YALI1_B12337p
YALI0B09251g,YALI1_B12375p
,YALI1_B12384p
YALI0B09273g,YALI1_B12409p
YALI0B09295g,YALI1_B12427p
YALI0B09317g,YALI1_B12443p
YALI0B09339g,YALI1_B12451p
YALI0B09361g,YALI1_B12489p
YALI0B09383g,YALI1_B12529p
YALI0B09405r,YALI1_B12630r
YALI0B09427g,YALI1_B12633p
