,#proteinId,ecNum,definition,catalyticActivity,cofactors,associatedDiseases,pathway,pathway_class,pathway_type,gotermId,gotermType,goName,goAcc
2077,3749,2.1.1.-,Methyltransferases.,\N,\N,\N,Tryptophan metabolism,Amino Acid Metabolism,METABOLIC,"[3838, 4513, 5846, 175, 2346, 5847, 5848, 5849, 5850, 5851, 5852, 5853, 5945, 5992, 6085, 6281, 6282, 6619, 6977, 9489, 9552, 9553, 9556, 9557, 9572, 9652, 9653, 9654, 9655, 9659, 9661, 9662, 9663, 9664, 10743, 11011, 11960, 13642, 19234, 19240, 19241, 19244, 19246, 19254, 19255, 19267, 19291, 19297, 19298, 19315, 19316]","['cellular_component', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['nucleus', 'rRNA processing', 'methyltransferase activity', 'rRNA (adenine-N6,N6-)-dimethyltransferase activity', 'C-terminal protein carboxyl methyltransferase activity', 'C-methyltransferase activity', 'N-methyltransferase activity', 'O-methyltransferase activity', 'S-methyltransferase activity', 'RNA methyltransferase activity', 'mRNA methyltransferase activity', 'tRNA methyltransferase activity', 'protein methyltransferase activity', 'site-specific DNA-methyltransferase (cytosine-specific) activity', '2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity', 'rRNA methyltransferase activity', ""rRNA (uridine-2'-O-)-methyltransferase activity"", 'DNA-methyltransferase activity', 'rRNA (cytosine-C5-967)-methyltransferase activity', 'selenocysteine methyltransferase activity', 'arginine N-methyltransferase activity', 'protein-arginine N-methyltransferase activity', 'lysine N-methyltransferase activity', 'protein-lysine N-methyltransferase activity', 'tRNA (uracil) methyltransferase activity', 'tRNA (guanine) methyltransferase activity', 'tRNA (guanosine) methyltransferase activity', 'tRNA (adenine)-methyltransferase activity', 'tRNA (cytosine)-methyltransferase activity', 'tRNA (uridine) methyltransferase activity', 'rRNA (adenine) methyltransferase activity', 'rRNA (cytosine) methyltransferase activity', 'rRNA (guanine) methyltransferase activity', 'rRNA (uridine) methyltransferase activity', 'protein-leucine O-methyltransferase activity', '1-phenanthrol methyltransferase activity', 'protein-arginine N5-methyltransferase activity', 'methylarsonite methyltransferase activity', 'demethylmenaquinone methyltransferase activity', 'cobalt-precorrin-6B C5-methyltransferase activity', 'cobalt-precorrin-7 C15-methyltransferase activity', 'cobalt-precorrin-5B C1-methyltransferase activity', 'cobalt-precorrin-3 C17-methyltransferase activity', 'dimethyladenosine transferase activity', 'dimethylamine methyltransferase activity', 'hydroxyneurosporene-O-methyltransferase activity', 'tRNA (adenine-57, 58-N(1)-) methyltransferase activity', 'methylamine-specific methylcobalamin:coenzyme M methyltransferase activity', 'trimethylamine methyltransferase activity', 'methanol-specific methylcobalamin:coenzyme M methyltransferase activity', 'monomethylamine methyltransferase activity']","['GO:0005634', 'GO:0006364', 'GO:0008168', 'GO:0000179', 'GO:0003880', 'GO:0008169', 'GO:0008170', 'GO:0008171', 'GO:0008172', 'GO:0008173', 'GO:0008174', 'GO:0008175', 'GO:0008276', 'GO:0008326', 'GO:0008425', 'GO:0008649', 'GO:0008650', 'GO:0009008', 'GO:0009383', 'GO:0016205', 'GO:0016273', 'GO:0016274', 'GO:0016278', 'GO:0016279', 'GO:0016300', 'GO:0016423', 'GO:0016424', 'GO:0016426', 'GO:0016427', 'GO:0016431', 'GO:0016433', 'GO:0016434', 'GO:0016435', 'GO:0016436', 'GO:0018423', 'GO:0018707', 'GO:0019702', 'GO:0030792', 'GO:0043770', 'GO:0043776', 'GO:0043777', 'GO:0043780', 'GO:0043782', 'GO:0043790', 'GO:0043791', 'GO:0043803', 'GO:0043827', 'GO:0043833', 'GO:0043834', 'GO:0043851', 'GO:0043852']"
2078,3749,2.1.1.-,Methyltransferases.,\N,\N,\N,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC,"[3838, 4513, 5846, 175, 2346, 5847, 5848, 5849, 5850, 5851, 5852, 5853, 5945, 5992, 6085, 6281, 6282, 6619, 6977, 9489, 9552, 9553, 9556, 9557, 9572, 9652, 9653, 9654, 9655, 9659, 9661, 9662, 9663, 9664, 10743, 11011, 11960, 13642, 19234, 19240, 19241, 19244, 19246, 19254, 19255, 19267, 19291, 19297, 19298, 19315, 19316]","['cellular_component', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['nucleus', 'rRNA processing', 'methyltransferase activity', 'rRNA (adenine-N6,N6-)-dimethyltransferase activity', 'C-terminal protein carboxyl methyltransferase activity', 'C-methyltransferase activity', 'N-methyltransferase activity', 'O-methyltransferase activity', 'S-methyltransferase activity', 'RNA methyltransferase activity', 'mRNA methyltransferase activity', 'tRNA methyltransferase activity', 'protein methyltransferase activity', 'site-specific DNA-methyltransferase (cytosine-specific) activity', '2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity', 'rRNA methyltransferase activity', ""rRNA (uridine-2'-O-)-methyltransferase activity"", 'DNA-methyltransferase activity', 'rRNA (cytosine-C5-967)-methyltransferase activity', 'selenocysteine methyltransferase activity', 'arginine N-methyltransferase activity', 'protein-arginine N-methyltransferase activity', 'lysine N-methyltransferase activity', 'protein-lysine N-methyltransferase activity', 'tRNA (uracil) methyltransferase activity', 'tRNA (guanine) methyltransferase activity', 'tRNA (guanosine) methyltransferase activity', 'tRNA (adenine)-methyltransferase activity', 'tRNA (cytosine)-methyltransferase activity', 'tRNA (uridine) methyltransferase activity', 'rRNA (adenine) methyltransferase activity', 'rRNA (cytosine) methyltransferase activity', 'rRNA (guanine) methyltransferase activity', 'rRNA (uridine) methyltransferase activity', 'protein-leucine O-methyltransferase activity', '1-phenanthrol methyltransferase activity', 'protein-arginine N5-methyltransferase activity', 'methylarsonite methyltransferase activity', 'demethylmenaquinone methyltransferase activity', 'cobalt-precorrin-6B C5-methyltransferase activity', 'cobalt-precorrin-7 C15-methyltransferase activity', 'cobalt-precorrin-5B C1-methyltransferase activity', 'cobalt-precorrin-3 C17-methyltransferase activity', 'dimethyladenosine transferase activity', 'dimethylamine methyltransferase activity', 'hydroxyneurosporene-O-methyltransferase activity', 'tRNA (adenine-57, 58-N(1)-) methyltransferase activity', 'methylamine-specific methylcobalamin:coenzyme M methyltransferase activity', 'trimethylamine methyltransferase activity', 'methanol-specific methylcobalamin:coenzyme M methyltransferase activity', 'monomethylamine methyltransferase activity']","['GO:0005634', 'GO:0006364', 'GO:0008168', 'GO:0000179', 'GO:0003880', 'GO:0008169', 'GO:0008170', 'GO:0008171', 'GO:0008172', 'GO:0008173', 'GO:0008174', 'GO:0008175', 'GO:0008276', 'GO:0008326', 'GO:0008425', 'GO:0008649', 'GO:0008650', 'GO:0009008', 'GO:0009383', 'GO:0016205', 'GO:0016273', 'GO:0016274', 'GO:0016278', 'GO:0016279', 'GO:0016300', 'GO:0016423', 'GO:0016424', 'GO:0016426', 'GO:0016427', 'GO:0016431', 'GO:0016433', 'GO:0016434', 'GO:0016435', 'GO:0016436', 'GO:0018423', 'GO:0018707', 'GO:0019702', 'GO:0030792', 'GO:0043770', 'GO:0043776', 'GO:0043777', 'GO:0043780', 'GO:0043782', 'GO:0043790', 'GO:0043791', 'GO:0043803', 'GO:0043827', 'GO:0043833', 'GO:0043834', 'GO:0043851', 'GO:0043852']"
2079,3751,,,,,,,,,"[3721, 4283, 6664, 12251]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function']","['iron ion binding', 'electron transport', 'electron carrier activity', 'heme binding']","['GO:0005506', 'GO:0006118', 'GO:0009055', 'GO:0020037']"
2080,3752,,,,,,,,,"[4927, 9320]","['biological_process', 'cellular_component']","['transport', 'membrane']","['GO:0006810', 'GO:0016020']"
2081,3759,4.2.1.3,Aconitate hydratase.,Citrate = cis-aconitate + H(2)O.,Iron-sulfur.,\N,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism,METABOLIC,"[5830, 2442, 4264, 24786]","['biological_process', 'molecular_function', 'biological_process', 'molecular_function']","['metabolic process', 'aconitate hydratase activity', 'tricarboxylic acid cycle', '4 iron, 4 sulfur cluster binding']","['GO:0008152', 'GO:0003994', 'GO:0006099', 'GO:0051539']"
2082,3759,4.2.1.3,Aconitate hydratase.,Citrate = cis-aconitate + H(2)O.,Iron-sulfur.,\N,Reductive carboxylate cycle (CO2 fixation),Energy Metabolism,METABOLIC,"[5830, 2442, 4264, 24786]","['biological_process', 'molecular_function', 'biological_process', 'molecular_function']","['metabolic process', 'aconitate hydratase activity', 'tricarboxylic acid cycle', '4 iron, 4 sulfur cluster binding']","['GO:0008152', 'GO:0003994', 'GO:0006099', 'GO:0051539']"
2083,3759,4.2.1.3,Aconitate hydratase.,Citrate = cis-aconitate + H(2)O.,Iron-sulfur.,\N,Citrate cycle (TCA cycle),Carbohydrate Metabolism,METABOLIC,"[5830, 2442, 4264, 24786]","['biological_process', 'molecular_function', 'biological_process', 'molecular_function']","['metabolic process', 'aconitate hydratase activity', 'tricarboxylic acid cycle', '4 iron, 4 sulfur cluster binding']","['GO:0008152', 'GO:0003994', 'GO:0006099', 'GO:0051539']"
2084,3760,,,,,,,,,"[2290, 5830]","['molecular_function', 'biological_process']","['catalytic activity', 'metabolic process']","['GO:0003824', 'GO:0008152']"
2085,3761,1.3.1.33,Protochlorophyllide reductase.,Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.,\N,\N,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,METABOLIC,"[5830, 9710, 9837]","['biological_process', 'molecular_function', 'molecular_function']","['metabolic process', 'oxidoreductase activity', 'protochlorophyllide reductase activity']","['GO:0008152', 'GO:0016491', 'GO:0016630']"
2086,3762,,,,,,,,,"[2175, 3736, 5716, 2792]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['nucleic acid binding', 'ATP binding', 'ATP-dependent helicase activity', 'helicase activity']","['GO:0003676', 'GO:0005524', 'GO:0008026', 'GO:0004386']"
2087,3764,5.3.3.8,Dodecenoyl-CoA delta-isomerase.,3-cis-dodecenoyl-CoA = 2-trans-dodecenoyl-CoA.,\N,\N,Fatty acid metabolism,Lipid Metabolism,METABOLIC,"[2290, 5830, 2603]","['molecular_function', 'biological_process', 'molecular_function']","['catalytic activity', 'metabolic process', 'dodecenoyl-CoA delta-isomerase activity']","['GO:0003824', 'GO:0008152', 'GO:0004165']"
2088,3766,1.8.4.-,With a disulfide as acceptor.,\N,\N,\N,\N,\N,\N,"[3727, 3978, 4601, 6664, 9876, 23919, 312]","['molecular_function', 'cellular_component', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['protein binding', 'endoplasmic reticulum membrane', 'protein thiol-disulfide exchange', 'electron carrier activity', 'oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor', 'FAD binding', 'protein-methionine-R-oxide reductase activity']","['GO:0005515', 'GO:0005789', 'GO:0006467', 'GO:0009055', 'GO:0016671', 'GO:0050660', 'GO:0000318']"
2089,3767,,,,,,,,,"[2198, 3866, 4501, 2176]","['molecular_function', 'cellular_component', 'biological_process', 'molecular_function']","['RNA polymerase II transcription factor activity', 'transcription factor complex', 'transcription initiation', 'DNA binding']","['GO:0003702', 'GO:0005667', 'GO:0006352', 'GO:0003677']"
2090,3768,,,,,,,,,"[2196, 3838, 4504, 5939]","['molecular_function', 'cellular_component', 'biological_process', 'molecular_function']","['transcription factor activity', 'nucleus', 'regulation of transcription, DNA-dependent', 'zinc ion binding']","['GO:0003700', 'GO:0005634', 'GO:0006355', 'GO:0008270']"
2091,3770,2.1.1.-,Methyltransferases.,\N,\N,\N,Androgen and estrogen metabolism,Lipid Metabolism,METABOLIC,"[175, 2346, 5847, 5848, 5849, 5850, 5851, 5852, 5853, 5945, 5992, 6085, 6281, 6282, 6619, 6977, 9489, 9552, 9553, 9556, 9557, 9572, 9652, 9653, 9654, 9655, 9659, 9661, 9662, 9663, 9664, 10743, 11011, 11960, 13642, 19234, 19240, 19241, 19244, 19246, 19254, 19255, 19267, 19291, 19297, 19298, 19315, 19316]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['rRNA (adenine-N6,N6-)-dimethyltransferase activity', 'C-terminal protein carboxyl methyltransferase activity', 'C-methyltransferase activity', 'N-methyltransferase activity', 'O-methyltransferase activity', 'S-methyltransferase activity', 'RNA methyltransferase activity', 'mRNA methyltransferase activity', 'tRNA methyltransferase activity', 'protein methyltransferase activity', 'site-specific DNA-methyltransferase (cytosine-specific) activity', '2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity', 'rRNA methyltransferase activity', ""rRNA (uridine-2'-O-)-methyltransferase activity"", 'DNA-methyltransferase activity', 'rRNA (cytosine-C5-967)-methyltransferase activity', 'selenocysteine methyltransferase activity', 'arginine N-methyltransferase activity', 'protein-arginine N-methyltransferase activity', 'lysine N-methyltransferase activity', 'protein-lysine N-methyltransferase activity', 'tRNA (uracil) methyltransferase activity', 'tRNA (guanine) methyltransferase activity', 'tRNA (guanosine) methyltransferase activity', 'tRNA (adenine)-methyltransferase activity', 'tRNA (cytosine)-methyltransferase activity', 'tRNA (uridine) methyltransferase activity', 'rRNA (adenine) methyltransferase activity', 'rRNA (cytosine) methyltransferase activity', 'rRNA (guanine) methyltransferase activity', 'rRNA (uridine) methyltransferase activity', 'protein-leucine O-methyltransferase activity', '1-phenanthrol methyltransferase activity', 'protein-arginine N5-methyltransferase activity', 'methylarsonite methyltransferase activity', 'demethylmenaquinone methyltransferase activity', 'cobalt-precorrin-6B C5-methyltransferase activity', 'cobalt-precorrin-7 C15-methyltransferase activity', 'cobalt-precorrin-5B C1-methyltransferase activity', 'cobalt-precorrin-3 C17-methyltransferase activity', 'dimethyladenosine transferase activity', 'dimethylamine methyltransferase activity', 'hydroxyneurosporene-O-methyltransferase activity', 'tRNA (adenine-57, 58-N(1)-) methyltransferase activity', 'methylamine-specific methylcobalamin:coenzyme M methyltransferase activity', 'trimethylamine methyltransferase activity', 'methanol-specific methylcobalamin:coenzyme M methyltransferase activity', 'monomethylamine methyltransferase activity']","['GO:0000179', 'GO:0003880', 'GO:0008169', 'GO:0008170', 'GO:0008171', 'GO:0008172', 'GO:0008173', 'GO:0008174', 'GO:0008175', 'GO:0008276', 'GO:0008326', 'GO:0008425', 'GO:0008649', 'GO:0008650', 'GO:0009008', 'GO:0009383', 'GO:0016205', 'GO:0016273', 'GO:0016274', 'GO:0016278', 'GO:0016279', 'GO:0016300', 'GO:0016423', 'GO:0016424', 'GO:0016426', 'GO:0016427', 'GO:0016431', 'GO:0016433', 'GO:0016434', 'GO:0016435', 'GO:0016436', 'GO:0018423', 'GO:0018707', 'GO:0019702', 'GO:0030792', 'GO:0043770', 'GO:0043776', 'GO:0043777', 'GO:0043780', 'GO:0043782', 'GO:0043790', 'GO:0043791', 'GO:0043803', 'GO:0043827', 'GO:0043833', 'GO:0043834', 'GO:0043851', 'GO:0043852']"
